CTDID,Region,Year,Mission,Location,Latitude,Longitude,ESTDate,UTCDate,EST Time,UTCTime,Sample_Depth_m,DIC,TA,pH,pCO2,Aragonite_Sat_W,Salinity_Bottle,Conductivity_Sm,Salinity_CTD,Temperature_C,Pressure_db,Density_Sigmat,SiteID,Survey_design ,Sample_frequency
calval_mar2012,FLK,2012,CalVal,FLK,24.8982666666667,-80.6173833333333,3/23/2012,3/23/2012,12:40:00 PM,04:40:00 PM,0,2037.46,2379.61,8.108,345.5,3.88,,,34.71,24.80,0,,Cal Val N,Permenant,Single
calval_mar2012,FLK,2012,CalVal,FLK,NA,NA,3/23/2012,3/23/2012,01:02:00 PM,05:02:00 PM,0,2015.78,2366.11,8.12,331.4,3.97,,,34.61,25.05,0,,ADCP2,Permenant,Single
calval_mar2012,FLK,2012,CalVal,FLK,24.8955833333333,-80.6166333333333,3/23/2012,3/23/2012,01:16:00 PM,05:16:00 PM,0,2024.92,2373.16,8.114,338.6,3.95,,,34.6,25.20,0,,Cal Val S,Permenant,Single
calval_mar2012,FLK,2012,CalVal,FLK,24.8966333333333,-80.6153,3/23/2012,3/23/2012,01:32:00 PM,05:32:00 PM,0,2039.81,2373.26,8.089,364.2,3.81,,,34.52,25.41,0,,Cal Val SE,Permenant,Single
calval_mar2012,FLK,2012,CalVal,FLK,NA,NA,3/23/2012,3/23/2012,01:45:00 PM,05:45:00 PM,0,2026.46,2372.81,8.112,340.5,3.93,,,34.64,25.11,0,,ADCP3,Permenant,Single
calval_mar2012,FLK,2012,CalVal,FLK,NA,NA,3/23/2012,3/23/2012,01:57:00 PM,05:57:00 PM,0,2001.39,2365.26,8.141,311.7,4.1,,,34.67,25.00,0,,ADCP3,Permenant,Single
calval_apr2012,FLK,2012,CalVal,FLK,NA,NA,4/4/2012,4/4/2012,08:44:00 AM,12:44:00 PM,0,1990.75,2370.91,8.137,312.4,4.26,,,35.54,26.11,0,,ADCP S,Permenant,Single
calval_apr2012,FLK,2012,CalVal,FLK,24.8955833333333,-80.6166333333333,4/4/2012,4/4/2012,08:58:00 AM,12:58:00 PM,0,1976.35,2370.06,8.154,296.2,4.4,,,35.63,26.20,0,,Cal Val S,Permenant,Single
calval_apr2012,FLK,2012,CalVal,FLK,24.8966333333333,-80.6153,4/4/2012,4/4/2012,09:09:00 AM,01:09:00 PM,0,1976.20,2363.61,8.146,302,4.32,,,35.7,26.11,0,,Cal Val SE,Permenant,Single
calval_apr2012,FLK,2012,CalVal,FLK,NA,NA,4/4/2012,4/4/2012,09:21:00 AM,01:21:00 PM,0,1973.45,2361.61,8.145,302.3,4.33,,,35.77,26.22,0,,ADCP N,Permenant,Single
calval_apr2012,FLK,2012,CalVal,FLK,24.8982666666667,-80.6173833333333,4/4/2012,4/4/2012,09:34:00 AM,01:34:00 PM,0,1986.82,2360.91,8.125,320.9,4.18,,,35.73,26.23,0,,Cal Val N,Permenant,Single
calval_apr2012,FLK,2012,CalVal,FLK,24.9052,-80.6266,4/20/2012,4/20/2012,11:00:00 AM,03:00:00 PM,0,1795.09,2254.41,8.258,203.6,4.96,,,36.1,26.42,0,,Transect 1,Permenant,Single
calval_apr2012,FLK,2012,CalVal,FLK,24.8854666666667,-80.6041,4/20/2012,4/20/2012,11:20:00 AM,03:20:00 PM,0,2026.09,2376.46,8.103,347.1,3.95,,,35.35,25.48,0,,Transect 2,Permenant,Single
calval_apr2012,FLK,2012,CalVal,FLK,24.8547,-80.5674166666667,4/20/2012,4/20/2012,12:40:00 PM,04:40:00 PM,0,2027.67,2367.81,8.08,367.7,3.84,,,35.57,25.83,0,,Transect 4,Permenant,Single
calval_apr2012,FLK,2012,CalVal,FLK,24.8547,-80.5674166666667,4/20/2012,4/20/2012,01:06:00 PM,05:06:00 PM,0,2030.37,2369.11,8.075,373.4,3.83,,,35.55,26.04,0,,Transect 4,Permenant,Single
calval_apr2012,FLK,2012,CalVal,FLK,24.8694,-80.5850,4/20/2012,4/20/2012,01:22:00 PM,05:22:00 PM,0,2033.94,2364.56,8.067,381.8,3.73,,,35.56,25.77,0,,Transect 3,Permenant,Single
calval_may2012,FLK,2012,CalVal,FLK,24.8982666666667,-80.6173833333333,5/4/2012,5/4/2012,12:00:00 PM,04:00:00 PM,0,2040.61,2336.51,8.027,425.1,3.38,,,34.89,25.47,0,,Cal Val N,Permenant,Single
calval_may2012,FLK,2012,CalVal,FLK,24.8981833333333,-80.6160666666667,5/4/2012,5/4/2012,12:10:00 PM,04:10:00 PM,0,2037.66,2331.21,8.026,425.5,3.36,,,34.78,25.40,0,,ADCP NE,Permenant,Single
calval_may2012,FLK,2012,CalVal,FLK,24.8966333333333,-80.6153,5/4/2012,5/4/2012,12:20:00 PM,04:20:00 PM,0,2048.19,2334.81,8.009,446.5,3.28,,,35,25.55,0,,Cal Val SE,Permenant,Single
calval_may2012,FLK,2012,CalVal,FLK,24.8955833333333,-80.6166333333333,5/4/2012,5/4/2012,12:32:00 PM,04:32:00 PM,0,2045.15,2332.46,8.01,444.9,3.29,,,34.91,25.65,0,,Cal Val S,Permenant,Single
calval_may2012,FLK,2012,CalVal,FLK,24.8964666666667,-80.6182,5/4/2012,5/4/2012,12:40:00 PM,04:40:00 PM,0,2035.16,2322.51,8.014,439,3.29,,,34.83,25.59,0,,ADCP S,Permenant,Single
calval_may2012,FLK,2012,CalVal,FLK,24.8982666666667,-80.6173833333333,5/15/2012,5/15/2012,09:15:00 AM,01:15:00 PM,0,1952.37,2336.01,8.126,316.2,4.35,,,35,28.00,0,,Cal Val N,Permenant,Single
calval_may2012,FLK,2012,CalVal,FLK,24.8981833333333,-80.6160666666667,5/15/2012,5/15/2012,09:28:00 AM,01:28:00 PM,0,1948.60,2333.46,8.103,331.7,4.23,,,37.2,27.90,0,,ADCP NE,Permenant,Single
calval_may2012,FLK,2012,CalVal,FLK,24.8955833333333,-80.6166333333333,5/15/2012,5/15/2012,09:40:00 AM,01:40:00 PM,0,1948.41,2325.76,8.093,340.2,4.15,,,37.2,27.90,0,,Cal Val S,Permenant,Single
calval_may2012,FLK,2012,CalVal,FLK,24.8955833333333,-80.6166333333333,5/15/2012,5/15/2012,09:55:00 AM,01:55:00 PM,0,1949.12,2317.66,8.077,354.1,4.05,,,37.4,28.00,0,,Cal Val S,Permenant,Single
calval_may2012,FLK,2012,CalVal,FLK,24.8966333333333,-80.6153,5/15/2012,5/15/2012,10:05:00 AM,02:05:00 PM,0,1950.24,2331.21,8.094,339.3,4.18,,,37.5,27.90,0,,Cal Val SE,Permenant,Single
calval_may2012,FLK,2012,CalVal,FLK,24.8964666666667,-80.6182,5/15/2012,5/15/2012,10:15:00 AM,02:15:00 PM,0,1934.16,2307.61,8.091,339.2,4.13,,,37.4,28.00,0,,ADCP S,Permenant,Single
calval_may2012,FLK,2012,CalVal,FLK,24.8982666666667,-80.6173833333333,5/15/2012,5/15/2012,10:35:00 AM,02:35:00 PM,0,1935.43,2315.11,8.097,333.4,4.19,,,37.5,28.00,0,,Cal Val N,Permenant,Single
calval_may2012,FLK,2012,CalVal,FLK,24.8547,-80.5674166666667,5/21/2012,5/21/2012,10:50:00 AM,02:50:00 PM,0,1948.67,2362.56,8.065,365.2,3.83,,,37.1,28.00,0,,Transect 4,Permenant,Single
calval_may2012,FLK,2012,CalVal,FLK,24.8694,-80.5850,5/21/2012,5/21/2012,11:05:00 AM,03:05:00 PM,0,1913.25,2360.61,8.014,410,3.43,,,37.3,28.60,0,,Transect 3,Permenant,Single
calval_may2012,FLK,2012,CalVal,FLK,24.8854666666667,-80.6041,5/21/2012,5/21/2012,11:20:00 AM,03:20:00 PM,0,NA,2298.46,NA,NA,NA,,,37.3,27.20,0,,Transect 2,Permenant,Single
calval_may2012,FLK,2012,CalVal,FLK,24.9052,-80.6266,5/21/2012,5/21/2012,11:45:00 AM,03:45:00 PM,0,NA,2223.76,NA,NA,NA,,,36.7,27.70,0,,Transect 1,Permenant,Single
calval_may2012,FLK,2012,CalVal,FLK,24.8982666666667,-80.6173833333333,5/28/2012,5/28/2012,12:18:00 PM,04:18:00 PM,0,1863.72,2232.66,8.089,330.8,4.07,,,36.4,29.10,0,,Cal Val N,Permenant,Single
calval_may2012,FLK,2012,CalVal,FLK,24.8955833333333,-80.6166333333333,5/28/2012,5/28/2012,12:30:00 PM,04:30:00 PM,0,1871.11,2246.16,8.087,334.5,4.11,,,36.4,29.30,0,,Cal Val S,Permenant,Single
calval_may2012,FLK,2012,CalVal,FLK,24.8966333333333,-80.6153,5/28/2012,5/28/2012,12:37:00 PM,04:37:00 PM,0,1877.62,2252.51,8.085,336.9,4.11,,,36.4,29.30,0,,Cal Val SE,Permenant,Single
calval_may2012,FLK,2012,CalVal,FLK,24.8981833333333,-80.6160666666667,5/28/2012,5/28/2012,12:45:00 PM,04:45:00 PM,0,1864.01,2242.26,8.092,328.5,4.14,,,36.6,29.20,0,,ADCP NE,Permenant,Single
calval_may2012,FLK,2012,CalVal,FLK,NA,NA,5/28/2012,5/28/2012,12:55:00 PM,04:55:00 PM,0,1862.47,2242.21,8.099,321.2,4.18,,,36.4,29.30,0,,ADCP SW,Permenant,Single
calval_jun2012,FLK,2012,CalVal,FLK,NA,NA,6/12/2012,6/12/2012,11:05:00 AM,03:05:00 PM,0,1920.34,2280.01,8.063,362.7,4.03,,,36.9,29.30,0,,ADCP S,Permenant,Single
calval_jun2012,FLK,2012,CalVal,FLK,24.8955833333333,-80.6166333333333,6/12/2012,6/12/2012,11:20:00 AM,03:20:00 PM,0,1909.64,2287.86,8.075,350.6,4.14,,,37,29.40,0,,Cal Val S,Permenant,Single
calval_jun2012,FLK,2012,CalVal,FLK,24.8982666666667,-80.6173833333333,6/12/2012,6/12/2012,11:30:00 AM,03:30:00 PM,0,1912.70,2276.86,8.044,382,3.91,,,37,29.40,0,,Cal Val N,Permenant,Single
calval_jun2012,FLK,2012,CalVal,FLK,24.8966333333333,-80.6153,6/12/2012,6/12/2012,11:45:00 AM,03:45:00 PM,0,1914.06,2288.46,8.069,356.7,4.1,,,37,29.40,0,,Cal Val SE,Permenant,Single
calval_jun2012,FLK,2012,CalVal,FLK,NA,NA,6/12/2012,6/12/2012,11:55:00 AM,03:55:00 PM,0,1916.96,2289.31,8.065,361.3,4.08,,,37.1,29.40,0,,ADCP NE ,Permenant,Single
calval_jun2012,FLK,2012,CalVal,FLK,24.8547,-80.5674166666667,6/22/2012,6/22/2012,12:20:00 PM,04:20:00 PM,0,1976.63,2363.86,8.039,405,3.89,,,37.1,28.20,0,,Transect 4,Permenant,Single
calval_jun2012,FLK,2012,CalVal,FLK,24.8694,-80.5850,6/22/2012,6/22/2012,12:40:00 PM,04:40:00 PM,0,2012.27,2360.71,8.028,417.5,3.81,,,37.2,28.20,0,,Transect 3,Permenant,Single
calval_jun2012,FLK,2012,CalVal,FLK,24.8854666666667,-80.6041,6/22/2012,6/22/2012,12:55:00 PM,04:55:00 PM,0,2015.96,2366.26,8.03,415.6,3.81,,,37.3,27.90,0,,Transect 2,Permenant,Single
calval_jun2012,FLK,2012,CalVal,FLK,24.9052,-80.6266,6/22/2012,6/22/2012,01:32:00 PM,05:32:00 PM,0,2021.44,2342.81,8.067,369.2,3.99,,,37.5,27.70,0,,Transect 1,Permenant,Single
calval_jul2012,FLK,2012,CalVal,FLK,NA,NA,7/7/2012,7/7/2012,03:15:00 PM,07:15:00 PM,0,1961.07,2324.71,8.032,402.8,4.02,,,37.2,30.20,0,,ADCP SW,Permenant,Single
calval_jul2012,FLK,2012,CalVal,FLK,24.8955833333333,-80.6166333333333,7/7/2012,7/7/2012,03:30:00 PM,07:30:00 PM,0,1961.31,2331.11,8.034,401.1,4.07,,,37.3,30.40,0,,Cal Val S,Permenant,Single
calval_jul2012,FLK,2012,CalVal,FLK,24.8966333333333,-80.6153,7/7/2012,7/7/2012,03:40:00 PM,07:40:00 PM,0,1965.63,2323.86,8.016,421.7,3.94,,,37.3,30.40,0,,Cal Val SE,Permenant,Single
calval_jul2012,FLK,2012,CalVal,FLK,24.8981833333333,-80.6160666666667,7/7/2012,7/7/2012,03:50:00 PM,07:50:00 PM,0,1961.35,2322.86,8.035,398.1,4.07,,,37.2,30.40,0,,ADCP NE,Permenant,Single
calval_jul2012,FLK,2012,CalVal,FLK,24.8982666666667,-80.6173833333333,7/7/2012,7/7/2012,04:00:00 PM,08:00:00 PM,0,1968.92,2324.56,8.034,399.2,4.07,,,37.3,30.40,0,,Cal Val N,Permenant,Single
calval_jul2012,FLK,2012,CalVal,FLK,24.8982666666667,-80.6173833333333,7/7/2012,7/7/2012,04:05:00 PM,08:05:00 PM,0,1967.15,2328.36,8.039,394.4,4.11,,,37.3,30.40,0,,Cal Val N,Permenant,Single
calval_jul2012,FLK,2012,CalVal,FLK,24.8982666666667,-80.6173833333333,7/23/2012,7/23/2012,12:44:00 PM,04:44:00 PM,0,1952.14,2327.86,8.062,370.9,4.18,,,36.9,29.80,0,,Cal Val N,Permenant,Single
calval_jul2012,FLK,2012,CalVal,FLK,24.8981833333333,-80.6160666666667,7/23/2012,7/23/2012,12:55:00 PM,04:55:00 PM,0,1956.22,2323.26,8.065,367.7,4.17,,,36.8,29.70,0,,ADCP NE,Permenant,Single
calval_jul2012,FLK,2012,CalVal,FLK,24.8981833333333,-80.6160666666667,7/23/2012,7/23/2012,01:05:00 PM,05:05:00 PM,0,1959.00,2329.06,8.055,380.4,4.12,,,36.6,29.80,0,,ADCP NE,Permenant,Single
calval_jul2012,FLK,2012,CalVal,FLK,24.8966333333333,-80.6153,7/23/2012,7/23/2012,01:15:00 PM,05:15:00 PM,0,1957.34,2341.61,8.056,379.1,4.15,,,37.1,29.70,0,,Cal Val SE,Permenant,Single
calval_jul2012,FLK,2012,CalVal,FLK,24.8955833333333,-80.6166333333333,7/23/2012,7/23/2012,01:25:00 PM,05:25:00 PM,0,1950.98,2332.36,8.052,382.8,4.11,,,37,29.80,0,,Cal Val S,Permenant,Single
calval_jul2012,FLK,2012,CalVal,FLK,NA,NA,7/23/2012,7/23/2012,01:35:00 PM,05:35:00 PM,0,1964.29,2325.11,8.054,379,4.12,,,37,29.80,0,,ADCP SW,Permenant,Single
calval_aug2012,FLK,2012,CalVal,FLK,24.8547,-80.5674166666667,8/1/2012,8/1/2012,09:45:00 AM,01:45:00 PM,0,1966.40,2366.71,8.009,440.4,3.86,,,37,29.60,0,,Transect 4,Permenant,Single
calval_aug2012,FLK,2012,CalVal,FLK,24.8694,-80.5850,8/1/2012,8/1/2012,10:00:00 AM,02:00:00 PM,0,2019.72,2340.46,8,447.4,3.81,,,36.7,30.10,0,,Transect 3,Permenant,Single
calval_aug2012,FLK,2012,CalVal,FLK,24.8854666666667,-80.6041,8/1/2012,8/1/2012,10:15:00 AM,02:15:00 PM,0,1872.65,2338.21,8.04,395,4.18,,,37.2,30.80,0,,Transect 2,Permenant,Single
calval_aug2012,FLK,2012,CalVal,FLK,24.8854666666667,-80.6041,8/1/2012,8/1/2012,10:25:00 AM,02:25:00 PM,0,1999.70,2350.21,8.052,382.2,4.33,,,37.3,31.10,0,,Transect 2,Permenant,Single
calval_aug2012,FLK,2012,CalVal,FLK,24.9052,-80.6266,8/1/2012,8/1/2012,10:50:00 AM,02:50:00 PM,0,1959.02,2205.41,7.974,446.8,3.64,,,37.4,31.90,0,,Transect 1,Permenant,Single
calval_aug2012,FLK,2012,CalVal,FLK,24.8982666666667,-80.6173833333333,8/14/2012,8/14/2012,01:10:00 PM,05:10:00 PM,0,1886.87,2251.06,8.048,371.7,4.06,,,36.8,30.80,0,,Cal Val N,Permenant,Single
calval_aug2012,FLK,2012,CalVal,FLK,24.8982666666667,-80.6173833333333,8/14/2012,8/14/2012,01:20:00 PM,05:20:00 PM,0,1882.53,2250.26,8.051,368,4.09,,,36.9,30.90,0,,Cal Val N,Permenant,Single
calval_aug2012,FLK,2012,CalVal,FLK,NA,NA,8/14/2012,8/14/2012,01:30:00 PM,05:30:00 PM,0,1870.03,2255.66,8.079,340,4.29,,,36.7,30.90,0,,ADCP NE ,Permenant,Single
calval_aug2012,FLK,2012,CalVal,FLK,24.8966333333333,-80.6153,8/14/2012,8/14/2012,01:37:00 PM,05:37:00 PM,0,1898.45,2267.46,8.05,372.1,4.12,,,36.9,30.90,0,,Cal Val SE,Permenant,Single
calval_aug2012,FLK,2012,CalVal,FLK,24.8955833333333,-80.6166333333333,8/14/2012,8/14/2012,01:50:00 PM,05:50:00 PM,0,1899.48,2271.31,8.057,366,4.16,,,36.6,30.90,0,,Cal Val S,Permenant,Single
calval_aug2012,FLK,2012,CalVal,FLK,NA,NA,8/14/2012,8/14/2012,02:00:00 PM,06:00:00 PM,0,1877.33,2249.26,8.057,360.9,4.13,,,36.9,30.90,0,,ADCP S,Permenant,Single
calval_aug2012,FLK,2012,CalVal,FLK,24.8982666666667,-80.6173833333333,8/22/2012,8/22/2012,02:39:00 PM,06:39:00 PM,0,1890.59,2279.41,8.076,348.1,4.39,,,36.2,31.60,0,,Cal Val N,Permenant,Single
calval_aug2012,FLK,2012,CalVal,FLK,NA,NA,8/22/2012,8/22/2012,02:50:00 PM,06:50:00 PM,0,1886.14,2274.06,8.073,349.5,4.36,,,36.4,31.60,0,,ADCP NE ,Permenant,Single
calval_aug2012,FLK,2012,CalVal,FLK,NA,NA,8/22/2012,8/22/2012,02:59:00 PM,06:59:00 PM,0,1881.52,2254.91,8.053,367,4.2,,,36.4,31.70,0,,ADCP NE ,Permenant,Single
calval_aug2012,FLK,2012,CalVal,FLK,24.8966333333333,-80.6153,8/22/2012,8/22/2012,03:09:00 PM,07:09:00 PM,0,1883.77,2253.61,8.048,372.3,4.16,,,36.4,31.70,0,,Cal Val SE,Permenant,Single
calval_aug2012,FLK,2012,CalVal,FLK,24.8955833333333,-80.6166333333333,8/22/2012,8/22/2012,03:19:00 PM,07:19:00 PM,0,1977.47,2291.16,7.954,497.8,3.61,,,36.4,31.70,0,,Cal Val S,Permenant,Single
calval_aug2012,FLK,2012,CalVal,FLK,NA,NA,8/22/2012,8/22/2012,03:28:00 PM,07:28:00 PM,0,1886.75,2272.51,8.068,353.6,4.34,,,36.4,31.70,0,,ADCP S,Permenant,Single
calval_sep2012,FLK,2012,CalVal,FLK,NA,NA,9/6/2012,9/6/2012,02:00:00 PM,06:00:00 PM,0,2051.14,2371.11,7.972,493.3,3.71,,,36.2,30.50,0,,ADCP 2,Permenant,Single
